IDNR,INTERVIEW_MODE,BROWSERNAME,BROWSERVERSION,BROWSEROS,BROWSERMOBILE,S00_SPRACHE,S01_SEX,S02,S02_AGEGRP,S031_AGGLOMERATIONSGROESSENKLASSE,S032_GEMEINDETYPOLOGIE,S033_KANTON,S034_REGIONEN,S035_STADTLAND,S036_GROSSREGIONEN,K00,F01_01,F01_02,F01_03,F02_01,F02_02,F02_03,F02_04,F02_05,F03,F04_01,F04_02,F04_03,F04_04,F04_05,F04_06,A01,A02_01,A02_02,A02_03,A02_04,A03_01,A03_02,A03_03,A03_04,A03_05,A03_06,A03_07,A03_08,A04,A05,A06,A07_01,A07_02,A07_03,A08_01,A08_02,A08_03,A08_04,A08_05,A08_06,A08_07,A08_08,A08_09,A08_09_OTH,A09_01,A09_02,A09_03,A09_04,A09_05,A09_06,A09_07,A10,A10_WNKA,A11_01,A11_02,A11_03,A11_04,A11_05,A11_06,A11_07,A11_08,A11_09,A11_98,A11_99,A12_01,A12_02,A12_03,A12_04,A12_05,A12_06,A12_07,A13_01,A13_02,A13_03,A13_04,A13_05,A13_06,A14_01,A14_02,A14_03,A14_04,A14_05,A14_06,A14_07,A14_98,A14_99,A16_01,A16_02,A16_03,A16_98,A16_99,A16_SEQUENCE,A17,A17_WNKA,A18_01,A18_02,A18_03,A18_98,A18_99,A18_SEQUENCE,A19_01,A19_02,A19_03,A19_98,A19_99,A19_SEQUENCE,A20A_01,A20A_02,A20A_03,A20A_98,A20A_99,A20A_SEQUENCE,A20B_01,A20B_02,A20B_03,A20B_98,A20B_99,A20B_SEQUENCE,A20C_01,A20C_02,A20C_03,A20C_98,A20C_99,A20C_SEQUENCE,A21,A21_TIME,A22_01,A22_02,A22_03,A22_04,A22_05,A22_98,A22_99,A22_TIME,A23_01,A23_02,A23_03,A23_04,A23_05,A23_TIME,A24_01,A24_02,A24_03,A24_04,A24_05,A24_98,A24_99,A24_TOTAL,A24_TIME,A25_01,A25_02,A25_03,A25_04,A25_98,A25_99,A25_SEQUENCE,F05A_01,F05A_02,F05A_03,F05A_04,F05A_05,F05A_06,F05B_01,F05B_02,F06,K01,K02,K03,K04,K06,K07,K07_WNKA,K08,K08_WNKA,INTERVIEWSTART,INTERVIEWENDE,DAUER,ID_Subjekt,Geschlecht,Nationalitaet,Einwohnerstatus,Zivilstand,GEBMONATJAHR,AlterZP,Gebiet,Anzahl_Personen_Haushalt,Haushaltsform
1585981,2,Chrome,110,Windows,2,1,1,76,4,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,5,10,9,5,3,2,3,40,1,1,1,2,4,4,4,2,2,2,3,4,4,5,5,1,1,2,5,5,5,4,4,4,4,5,99,,3,4,4,4,4,2,3,Verkehrslärm. Verkehr im Quartier. Freies Internet.,100,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,3,3,3,3,4,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,3;2;1,1 nimmt nur auf Stimmen Rücksicht. 2 nur Höhe Budget. 3 nur Mehrheit zählt.,100,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,5,9,0,0,0,0,1,0,0,5,99,99,99,99,5,8,0,0,0,0,1,0,0,CHF 40000.00,3,0,0,0,0,1,0,,5,5,5,5,5,5,4,2,1,10,1,1,1,1,,97,"Seiten 16-27 sind unklar! Man weiss nicht, was Sie für eine Antwort wollen zu den diversen Wiederholungen.",100,24.02.2023 15:31,24.02.2023 15:38,400,4011714,männlich,Schweiz,Niederlassung CH,verheiratet,9.1946,76,Quellhölzli,2,Paar-/Zwei-Personenhaushalt
1585991,2,Chrome,110,Windows,2,1,2,88,4,4,12,19,1,1,3,1,99,99,2,4,4,4,4,4,2,10,10,8,5,8,8,52,99,99,99,98,10,10,10,8,9,9,10,10,5,6,5,1,2,1,4,99,5,5,5,5,3,5,99,,3,5,5,5,5,1,3,,98,0,0,0,0,0,0,0,0,0,1,0,2,5,5,3,5,99,99,3,1,5,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,10,0,0,0,0,1,0,0,5,99,99,99,1,99,36,0,0,0,1,0,0,0,CHF 15000.00,12,0,0,0,0,1,0,,3,99,99,99,99,99,99,1,2,9,1,1,1,1,,97,,99,24.02.2023 15:38,24.02.2023 15:44,329,103744,weiblich,Schweiz,Aufenthalt/Nebenniederlassung,verheiratet,7.1934,88,Gönhard,1,Einzelhaushalt
1585994,2,Chrome,110,Windows,2,1,2,80,4,4,12,19,1,1,3,1,99,99,99,99,99,99,99,99,99,10,3,5,5,9,9,50,1,2,1,3,8,9,9,5,2,4,9,8,4,4,3,2,2,2,4,5,5,5,2,4,99,5,99,,4,2,5,5,5,1,5,,98,1,0,0,1,0,1,0,0,0,0,0,3,3,99,2,5,5,5,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,5,1,1,0,1,1,0,0,6,2,2,2,2,2,10,0,1,0,0,0,0,0,CHF 10000.00,3,0,0,0,0,0,1,,1,1,1,1,1,1,2,5,2,99,1,1,1,2,,#NULL!,,99,24.02.2023 15:44,24.02.2023 15:50,295,4011643,weiblich,Schweiz,Niederlassung CH,geschieden,6.1942,80,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1585997,2,Chrome,110,Windows,2,1,1,88,4,4,12,19,1,1,3,1,99,1,99,4,4,2,4,4,8,8,0,8,8,8,8,58,99,99,99,99,8,8,8,8,8,8,10,10,5,4,4,99,99,1,4,4,4,5,4,4,5,5,99,,99,99,99,5,3,4,2,,99,0,0,0,0,0,0,0,0,0,1,0,5,5,2,2,5,5,5,5,1,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,2,1,1,1,0,0,0,0,9,5,5,5,99,99,13,1,0,1,0,0,0,0,CHF 35000.00,7,0,0,0,0,0,1,,99,99,99,99,99,99,99,99,1,99,2,97,1,1,,97,"Sehr geehrte Damen und Herren. Es fehlen ""Bänkli"" überall!! Bei einem Spaziergang durch die Stadt, der Bahnhofstrasse entlang, egal wo, gibt es keine Möglichkeit einen Moment zu sitzen zu können ausser bei den Haltestellen. Im AUSLAND aber, (Seefeld, Abano, Montafon, Irland, und in den Schweizer Bergen), nur um einige Orte zu nennen, da kann man flanieren, lädelen, Eis essen und eine Sitzbank geniessen. Aarau wünscht sich Touristen, aber wenn sie sitzen wollen, müssen sie meisten ein Café oder ein Restaurant besuchen. Ich bin bald 90 Jahre alt und das Ganze betrifft mich nicht mehr lange, aber es wäre schön, auch an DAS zu denken. Sorry, aber es ist so!! Mit ihrem Fragebogen haben Sie mir die Möglichkeit gegeben, die Stadt Aarau auf diesen Missstand aufmerksam zu machen. Freundliche Grüsse",100,24.02.2023 15:51,24.02.2023 16:01,474,175585,männlich,Schweiz,Niederlassung CH,verwitwet,4.1934,88,Telli,1,Einzelhaushalt
1586077,1,Chrome,110,Android,1,1,2,30,1,4,12,19,1,1,3,1,2,2,0,3,2,2,3,3,2,2,0,99,2,3,2,3,1,1,2,5,3,5,4,3,4,2,10,7,3,98,5,1,1,2,4,5,4,5,4,4,4,5,99,,4,1,4,1,1,2,2,,98,1,0,0,1,0,0,0,0,1,0,0,5,5,4,4,5,4,5,4,2,4,1,99,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1;3;2,Dass Projekte nur aufgrund von den meisten Stimmen realisiert werden und nicht aufgrund vom Budget (bzw. Wie es am bestens ins Budget passt).,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,4,19,1,1,1,1,0,0,0,25,4,3,4,5,3,29,1,0,1,1,0,0,0,CHF 50000.00,28,1,1,1,1,0,0,4;3;2;1,4,4,5,5,5,5,5,2,3,13,1,1,2,1,,98,,99,24.02.2023 17:15,24.02.2023 17:33,1030,50525454,weiblich,Schweiz,Niederlassung CH,ledig,3.1993,29,Goldern,2,Paar-/Zwei-Personenhaushalt
1586495,2,Chrome,107,Windows,2,1,2,73,3,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,8,8,8,8,8,8,8,5,3,3,2,5,6,6,8,4,3,3,10,8,5,6,6,2,1,2,5,5,3,5,5,5,5,4,99,,4,4,2,2,4,1,3,"Sauberkeit, Sicherheit",100,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,5,4,5,2,5,99,2,5,1,0,1,0,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,3,1,1,0,0,0,0,0,4,5,5,3,3,2,12,1,1,0,0,0,0,0,CHF 15000.00,3,0,0,0,0,0,1,,5,5,5,5,5,5,4,2,4,13,1,1,1,2,,#NULL!,,99,25.02.2023 09:04,25.02.2023 09:12,371,50525980,weiblich,Schweiz,Niederlassung CH,verheiratet,9.1949,73,Zelgli,2,Paar-/Zwei-Personenhaushalt
1586501,2,Chrome,107,Windows,2,1,2,80,4,4,12,19,1,1,3,1,99,99,99,3,4,4,4,3,8,8,7,9,8,8,9,30,2,2,2,5,7,8,9,5,5,4,9,8,5,5,5,98,98,2,4,3,3,3,4,4,2,2,3,,5,4,2,3,3,2,3,"Stolpersteine für Alte! Rollator, Rollstuhl",100,0,0,0,0,0,0,0,1,1,0,0,4,2,4,4,5,5,5,2,4,4,5,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,was ist durchführbar,100,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,2,3,0,1,0,0,0,0,0,6,99,1,99,99,99,11,0,1,0,0,0,0,0,CHF 10000.00,2,0,0,0,0,1,0,,97,1,1,1,99,99,1,1,1,5,1,1,1,1,,97,,99,25.02.2023 09:16,25.02.2023 09:23,395,125891,weiblich,Schweiz,Niederlassung CH,verwitwet,8.1942,80,Innenstadt,1,Einzelhaushalt
1586505,2,Chrome,107,Windows,2,1,1,82,4,4,12,19,1,1,3,1,97,97,97,3,4,4,4,3,7,8,4,3,3,5,4,55,1,1,1,4,5,5,5,2,6,3,10,6,4,4,4,2,1,2,3,3,4,5,5,4,4,5,99,,3,99,3,4,4,2,4,,99,0,0,0,0,0,0,0,0,1,0,0,3,3,2,2,4,4,4,99,99,99,99,99,99,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,6,0,0,0,0,0,0,1,2,99,99,99,99,99,5,0,0,0,0,0,0,1,CHF 0.00,3,0,0,0,0,0,1,,99,99,99,99,99,99,99,99,1,7,1,1,2,2,,#NULL!,,99,25.02.2023 09:23,25.02.2023 09:28,272,4011587,männlich,Schweiz,Niederlassung CH,verwitwet,1.1940,82,Siebenmatten,2,Paar-/Zwei-Personenhaushalt
1586506,2,Chrome,107,Windows,2,1,2,75,#NULL!,4,12,19,1,1,3,1,2,2,2,4,3,3,4,4,0,10,10,5,5,5,5,8,2,2,2,5,7,7,7,5,7,1,10,5,4,6,6,1,2,2,4,5,5,5,4,5,3,5,99,,3,1,5,3,1,3,5,Littering,100,1,0,0,1,1,0,0,0,0,0,0,5,5,5,5,5,5,5,4,99,5,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,2;1;3,Beweggrund: Zufriedenheit der meisten Wähler /innen,100,1,1,1,0,0,2;1;3,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,4,4,0,0,1,1,0,0,0,5,2,2,4,5,4,15,1,0,1,1,0,0,0,CHF 50000.00,8,0,0,0,0,1,0,,5,4,2,5,1,4,4,2,3,13,1,1,2,1,,98,,99,25.02.2023 09:29,25.02.2023 09:36,437,186957,weiblich,Schweiz,Niederlassung CH,verheiratet,6.1947,75,Innenstadt,2,Paar-/Zwei-Personenhaushalt
1586533,2,Chrome,107,Windows,2,1,2,73,3,4,12,19,1,1,3,1,2,2,2,2,3,3,2,2,7,9,8,6,6,8,9,3,1,1,1,3,9,8,10,7,9,7,99,9,5,6,5,1,2,1,4,5,4,4,5,5,4,4,99,,3,3,4,5,3,3,5,,99,1,0,0,0,0,1,0,0,1,0,0,5,5,4,4,5,4,5,5,1,5,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,4,0,1,1,1,1,0,0,5,1,2,5,4,4,16,0,0,1,1,0,0,0,CHF 45000.00,6,0,0,0,0,0,1,,5,4,4,4,5,5,1,5,99,99,99,1,1,1,,98,,99,25.02.2023 09:37,25.02.2023 09:44,372,50525282,weiblich,Schweiz,Niederlassung CH,verheiratet,7.1949,73,Telli,2,Paar-/Zwei-Personenhaushalt
1586549,2,Chrome,107,Windows,2,1,1,71,3,4,12,19,1,1,3,1,-2,-2,-2,3,3,3,3,4,9,9,10,3,3,5,8,47,1,1,3,5,8,5,8,4,7,8,9,9,5,5,5,2,2,1,5,5,4,4,5,5,5,5,99,,3,1,1,2,2,1,5,,99,1,0,0,0,0,0,0,1,1,0,0,5,5,5,4,5,4,5,3,1,5,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1;2;3,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,3,0,1,1,1,1,0,0,5,1,4,5,3,3,12,0,0,1,0,0,0,0,CHF 30000.00,3,0,1,0,1,0,0,2;4,5,5,5,5,5,5,5,1,4,9,2,97,1,1,,97,,99,25.02.2023 09:44,25.02.2023 09:49,313,27676,männlich,Schweiz,Ortsbürger/in,verheiratet,10.1951,71,Telli,2,Paar-/Zwei-Personenhaushalt
1586553,2,Chrome,107,Windows,2,1,1,66,3,4,12,19,1,1,3,1,2,2,2,3,2,2,3,4,99,9,9,6,5,5,5,16,1,1,1,5,5,5,5,5,4,3,9,8,4,5,2,99,99,1,5,5,5,5,5,5,5,5,99,,99,1,1,1,1,1,5,,99,1,0,0,1,0,0,0,0,1,0,0,99,99,99,99,1,99,99,5,1,4,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,2,0,0,0,0,1,0,0,4,99,99,99,99,99,7,0,0,0,0,1,0,0,CHF 40000.00,3,0,0,0,0,0,1,,5,5,5,5,5,5,99,4,3,5,1,1,1,2,,#NULL!,,99,25.02.2023 09:50,25.02.2023 09:55,276,4103150,männlich,Schweiz,Niederlassung CH,verheiratet,3.1956,66,Siebenmatten,4,Mehrpersonen-Haushalt ohne Kinder
1586570,2,Chrome,107,Windows,2,1,2,88,4,4,12,19,1,1,3,1,2,-2,99,3,3,3,4,2,7,3,2,1,2,2,2,10,1,1,1,4,99,99,99,99,99,99,99,99,99,99,99,98,1,98,4,98,4,4,4,4,4,4,99,,3,2,4,3,2,2,4,,98,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,5,5,3,1,1,99,99,99,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,3,1,1,0,1,1,0,0,7,2,3,2,5,3,11,1,1,0,1,0,0,0,CHF 30000.00,6,0,0,0,1,0,0,4,99,99,99,99,99,99,99,99,98,5,1,1,1,2,,#NULL!,"Ich bin in Aarau geboren, lebe aber erst im Alter wieder in Aarau",100,25.02.2023 09:59,25.02.2023 10:06,409,190456,weiblich,Schweiz,Aufenthalt/Nebenniederlassung,verwitwet,2.1934,88,Altstadt,51,Mehrpersonen-Haushalt ohne Kinder
1586581,2,Chrome,107,Windows,2,1,2,72,3,4,12,19,1,1,3,1,1,1,0,4,4,4,4,4,5,6,5,8,9,10,10,54,2,2,2,5,10,10,10,5,2,5,9,7,5,6,7,1,1,1,99,5,5,5,5,5,5,5,5,Vielfalt der Geschäfte in der Altstadt,4,1,5,99,99,99,99,,99,0,0,0,0,0,0,0,0,0,0,1,5,3,4,1,5,4,4,3,99,4,1,99,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,Die meisten Stimmen erziehlt,100,1,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,5,6,1,0,0,0,1,0,0,4,2,2,2,2,5,13,1,0,0,0,1,0,0,CHF 45000.00,5,1,0,0,0,0,0,1,4,1,1,1,4,4,2,4,99,3,2,97,1,2,,#NULL!,,99,25.02.2023 10:06,25.02.2023 10:13,332,4015664,männlich,Schweiz,Gemeindebürger,verheiratet,1.1950,72,Ausserfeld,3,Mehrpersonen-Haushalt mit Kinder
1586598,2,Chrome,107,Windows,2,1,2,76,4,4,12,19,1,1,3,1,2,2,1,4,2,3,4,4,2,10,5,3,7,5,3,5,1,1,2,1,5,4,5,2,4,3,8,7,3,5,4,2,2,2,5,5,5,3,4,5,3,5,99,,5,1,4,3,3,2,4,,97,1,0,0,1,1,0,0,0,0,0,0,5,5,5,5,5,5,4,5,1,4,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,5,0,1,0,0,0,0,0,6,3,5,2,4,1,17,1,1,0,1,0,0,0,CHF 30000.00,6,0,1,1,1,0,0,3;2;4,4,3,4,5,1,4,4,4,2,12,1,99,99,2,,#NULL!,,99,25.02.2023 10:14,25.02.2023 10:20,317,54498,weiblich,Schweiz,Niederlassung CH,geschieden,5.1946,76,Schachen,2,Paar-/Zwei-Personenhaushalt
1586603,2,Chrome,107,Windows,2,1,1,86,4,4,12,19,1,1,3,1,1,1,0,3,3,3,3,4,8,5,5,5,5,2,2,40,1,1,1,4,5,5,5,1,1,1,5,5,2,4,4,2,99,99,5,5,4,4,99,99,99,5,99,,3,1,2,3,4,2,5,,97,1,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,4,1,5,5,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,99,3,0,0,0,0,0,0,1,3,99,99,99,99,99,6,0,0,0,0,0,0,1,CHF 0.00,3,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,2,6,1,1,2,2,,#NULL!,,99,25.02.2023 10:20,25.02.2023 10:26,255,163823,männlich,Schweiz,Niederlassung CH,verwitwet,6.1936,86,Binzenhof,1,Einzelhaushalt
1586620,2,Chrome,107,Windows,2,1,2,79,4,4,12,19,1,1,3,1,2,2,1,3,4,4,4,3,4,10,7,7,5,7,7,44,2,3,1,5,7,7,7,5,8,99,8,7,5,6,5,99,2,2,98,98,4,4,2,99,99,4,99,,3,3,4,4,4,3,3,Für meinen Mann und mich wird der Tellirain immer mühsamer. Ich wünsche mir einen Bushalt bei der Stadtgärtnerei.,100,1,0,0,0,0,0,1,1,0,0,0,4,5,4,4,4,4,5,4,5,5,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,4,0,0,0,0,1,0,0,3,99,3,3,99,5,13,0,1,0,0,1,0,0,CHF 50000.00,5,0,0,0,0,0,1,,99,1,4,4,4,1,5,4,4,9,2,3,1,1,,97,Ich finde die Fragen oft schwierig zu beantworten.,100,25.02.2023 10:26,25.02.2023 10:33,383,2655,weiblich,Schweiz,Ortsbürger/in,verheiratet,10.1943,79,Telli,2,Paar-/Zwei-Personenhaushalt
1586632,2,Chrome,107,Windows,2,1,1,75,#NULL!,4,12,19,1,1,3,1,-1,-1,2,2,2,3,3,2,99,1,2,3,3,3,3,45,1,1,1,3,8,8,8,5,5,5,5,8,2,4,3,2,2,1,4,4,4,3,4,4,4,4,99,,4,1,4,4,4,1,1,,98,0,0,0,0,0,0,0,0,0,1,0,5,5,4,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,,98,0,0,1,0,0,3,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,0,0,0,1,0,,5,115,0,1,0,0,1,0,0,15,3,5,1,1,5,68,0,1,0,0,1,0,0,CHF 50000.00,15,0,1,0,1,0,0,2;4,4,4,3,3,1,4,1,4,2,1,1,1,1,2,,#NULL!,,99,25.02.2023 10:34,25.02.2023 10:42,487,3305,männlich,Schweiz,Niederlassung CH,verheiratet,4.1948,74,Telli,2,Paar-/Zwei-Personenhaushalt
1586646,2,Chrome,107,Windows,2,1,2,72,3,4,12,19,1,1,3,1,1,1,-1,2,3,3,3,4,4,99,0,10,10,10,10,72,1,1,1,5,10,10,10,5,5,5,8,8,5,7,7,1,2,1,4,4,5,5,5,5,5,4,99,,4,1,5,5,1,1,5,,98,0,1,0,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,5,1,5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,3,1,1,0,1,1,0,0,6,5,5,99,3,5,12,1,1,0,1,0,0,0,CHF 30000.00,6,0,0,0,1,0,0,4,3,1,1,3,3,5,97,4,98,5,1,1,1,2,,#NULL!,,99,25.02.2023 10:46,25.02.2023 10:52,295,27917,weiblich,Schweiz,Niederlassung CH,geschieden,9.1950,72,Telli,1,Einzelhaushalt
1586657,2,Chrome,107,Windows,2,1,1,79,4,4,12,19,1,1,3,1,1,2,2,3,2,2,3,3,6,8,6,5,5,6,6,30,1,1,2,4,8,8,9,5,8,5,7,8,3,5,5,1,98,2,5,5,4,4,4,5,3,5,5,präzise Info,3,1,3,4,3,2,4,"Ladensterben in Altstadt, zu viele Gastronomie",100,0,0,1,0,0,0,1,0,1,0,0,3,5,4,3,4,4,4,5,3,5,2,99,2,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3;1;2,Zufriedenheit,100,0,0,0,0,1,,1,1,1,0,0,3;1;2,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,4,4,0,0,1,1,0,0,0,7,1,3,2,5,2,14,0,1,0,1,0,0,0,CHF 25000.00,4,0,1,1,1,0,0,3;4;2,5,5,4,5,5,4,4,3,3,13,1,1,1,2,,#NULL!,,99,25.02.2023 10:55,25.02.2023 11:03,403,25666,männlich,Schweiz,Niederlassung CH,verheiratet,12.1943,78,Hungerberg,2,Paar-/Zwei-Personenhaushalt
1586670,2,Chrome,107,Windows,2,1,1,65,3,4,12,19,1,1,3,1,2,2,99,2,1,1,2,2,99,3,0,0,0,5,3,40,1,1,1,1,4,4,4,0,7,99,99,3,3,4,3,2,2,2,3,2,2,3,3,4,4,3,99,,3,1,99,99,99,1,99,"Auflösung Rockwell Automation Kündigungen, keine Hilfe",100,0,0,0,0,0,0,0,0,0,1,0,5,5,4,4,5,5,5,99,99,4,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3;2;1,,99,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,2,3,0,1,1,1,0,0,0,5,3,5,2,1,1,15,0,1,0,0,0,0,0,CHF 10000.00,92,0,0,0,0,1,0,,5,5,5,4,5,4,4,1,3,11,1,2,2,2,,#NULL!,Hier macht jeder was er will. Es gibt keine Aufsicht Polizei z.B. Velos im Wald.,100,25.02.2023 11:03,25.02.2023 11:13,557,177957,männlich,Schweiz,Niederlassung CH,verheiratet,7.1957,65,Telli,1,Einzelhaushalt
1586682,2,Chrome,107,Windows,2,1,1,71,3,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,10,10,10,10,5,5,7,16,4,1,1,4,7,7,7,7,6,6,9,9,5,6,5,2,2,2,5,5,3,3,4,5,3,5,99,,4,1,1,1,4,1,3,,97,1,0,0,0,0,0,1,0,1,0,0,3,3,3,3,3,5,3,5,99,5,1,5,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1;3;2,Meisten Stimmen,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,2,2,1,1,0,0,0,0,0,3,3,5,2,1,1,14,1,1,0,0,0,0,0,CHF 15000.00,4,0,0,0,1,0,0,4,5,5,5,5,5,5,4,1,3,10,1,1,1,1,,97,,99,25.02.2023 11:14,25.02.2023 11:20,318,146927,männlich,Schweiz,Niederlassung CH,verheiratet,9.1952,70,Hungerberg,2,Paar-/Zwei-Personenhaushalt
